Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Minus5degree,1,Gurgaon,"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Shopping Mall, DLF Phase 1, Gurgaon",77.09870740000001,28.4662158,"Desserts, Ice Cream",200,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,28
Miam,1,New Delhi,"A-15A Front, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2039324,28.5503273,"Bakery, Desserts",800,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,8
The Mustard,1,New Delhi,"145, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.248798,28.540204,Bengali,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,7
Tibb's Frankie,1,New Delhi,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2298726,28.573967800000002,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,28
Punjabi Tadka,1,New Delhi,"Shop 4, Gali 2, West Guru Angad Nagar, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2791913,28.639466,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,21
Chatkara,1,New Delhi,"Opposite S-26, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2024756,28.5566575,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Sconyers Bar B Que,216,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,"Augusta, Augusta",-82.0327,33.4086,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304
Nazeer Foods,1,Noida,"Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.361896,28.570470399999998,"Mughlai, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,12
Munna Bakery,1,New Delhi,"60 Feet Road, Sadh Nagar, Palam, New Delhi",Palam,"Palam, New Delhi",77.0927191,28.5912032,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Woods Spice,1,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon",77.05734749999999,28.4428081,"Continental, North Indian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,36
Anjlika Pastry Shop,1,New Delhi,"6/78, Ajmal Khan Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1904368,28.647803600000003,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,179
Guevarra's,162,San Juan City,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Addition Hills,"Addition Hills, San Juan City",121.03359170000002,14.59345,Filipino,1000,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,458
Sadda Adda 2 Cafe & Lounge,1,Noida,"Ashirwad Complex, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3631735,28.586412,Cafe,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Midnight Hunger Hub,1,New Delhi,"Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",0.0,0.0,"North Indian, Fast Food, Italian, Asian",800,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,6
Lotus Pond,1,New Delhi,"K-185, Surai Jullena, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.27047574,28.56164062,"Chinese, Seafood, Asian",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,391
Bites - Leisure Inn,1,Gurgaon,"Leisure Inn, 17/6, Old Delhi Gurgaon Road, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon","Leisure Inn, Sector 14, Gurgaon, Gurgaon",77.0395353,28.470506099999998,"North Indian, Continental, Asian",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average,19
Mr Brown,1,Kanpur,"16/12, Phoolbagh, Mall Road, Kanpur",Mall Road,"Mall Road, Kanpur",0.0,0.0,"Bakery, Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,97
Harry's Bar + Cafe,1,New Delhi,"2nd Floor, Shop 62, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2267949,28.6001414,"Mediterranean, American, Asian",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,395
Moets Arabica,1,New Delhi,"N-20, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22082759999999,28.6303042,"Arabian, Mexican",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,95
Chor Bizarre - Hotel Broadway,1,New Delhi,"Hotel Broadway, 4/15/A, Daryaganj, New Delhi","Hotel Broadway, Daryaganj","Hotel Broadway, Daryaganj, New Delhi",77.23786590000002,28.6410435,"North Indian, Kashmiri, Chinese, Thai, Korean",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,295
Flirty Momo's,1,New Delhi,"Shop 3, Building 12, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1683952,28.5883364,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,8
Mamu's Infusion,1,Jaipur,"101, D-46-B,First Floor, Mangalam Ambition Tower, Subhash Marg, Agresen Circle, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8031391,26.91348344,"Italian, Chinese, Mexican, Thai, North Indian",1400,Indian Rupees(Rs.),No,Yes,No,No,3,4.0,Green,Very Good,582
McGuire's Irish Pub & Brewery,216,Pensacola,"600 E Gregory Street, Pensacola, FL 32502",Pensacola,"Pensacola, Pensacola",-87.2027,30.4179,"Burger, Bar Food, Steak",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,2238
Pizza Hut,1,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32057907,28.56737005,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,173
Quality Restaurant,1,New Delhi,"F-124, Basement, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.1857753,28.5413154,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Bubba Jax Crab Shack,216,Valdosta,"1700 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.30857359999999,30.8223548,"Fast Food, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,137
Momo-Cha,1,Faridabad,"87, Near City Chemist, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3224363,28.395186900000002,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,32
Govind Dhaba,1,New Delhi,"H4, H Pocket, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.31879670000001,28.681040999999997,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,39
Aggarwal Sweets Corner,1,New Delhi,"E-2 Block, Near Park Mandir Marg, Sultanpuri, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.08195768,28.69273348,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
New Angaar Hyderabadi,1,New Delhi,"11747/4, Sant Nagar, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.18398858,28.64837929,Hyderabadi,750,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.1,Orange,Average,134
Lite Eat Cafe,1,New Delhi,"West Avenue Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",77.1982187,28.51748381,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4
Ammu's South Indian Restaurant,1,Gurgaon,"G-43, Ground Floor, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0793521,28.460747499999997,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
Blooms - Eros Hotel,1,New Delhi,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.24954059999999,28.549932199999997,"Continental, North Indian, Italian",4000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,150
Samosa Street,1,New Delhi,"2149, Old Bus Stand, Tri Nagar, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1576386,28.691682399999998,"Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,7
Kebab Xpress,1,Noida,"3rd Floor, The Great India Place, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3254017,28.5672542,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,106
Sai Ann Kutir,1,New Delhi,"5, F Block, DDA Market, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.07074370000001,28.64041091,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,37
Lokenath Sweets,1,New Delhi,"22, Market 4, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2484567,28.5371718,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Smily Cakes,1,New Delhi,"B-75, West Vinod Nagar, Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi",77.29241386,28.62235249,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Insane Foods,1,New Delhi,"Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",0.0,0.0,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Giulios Greek & Italian Restaurant,216,Valdosta,"105 E Ann St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2851,30.8433,"Greek, Italian",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,221
Kargo,1,Pune,"Shop 1&2, Marvel Alaina, Lane  8, Near Godrej Nature's Basket, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune",73.89648478,18.53656175,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",900,Indian Rupees(Rs.),Yes,No,No,No,2,4.4,Green,Very Good,635
CDB Cafe,1,New Delhi,"M-31, Ground Floor, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2414931,28.5331658,"North Indian, Chinese, Continental, Italian",1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,35
Dunkin' Donuts,1,Noida,"Corporate Office, Jubilant Life Sciences Limited, Plot 1A, Sector 16, Noida",Sector 16,"Sector 16, Noida",0.0,0.0,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2
Yo! China,1,New Delhi,"Shop 5, 2nd Floor, Food Court, Moments Mall, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1466423,28.6568197,Chinese,800,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,39
Chaat Chowk,1,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.4670558,Street Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,217
Barbeque Nation,1,New Delhi,"Ground Floor, Eros Cinema Building, Jangpura Extension, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.24132359999999,28.580748999999997,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,744
ZASTY,1,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.094031,28.492697999999997,"Continental, North Indian, Asian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,52
Karma Cafe & Lounge,1,New Delhi,"B-206, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.23939179999999,28.575345399999996,"North Indian, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,1
Viceroy Bar - Hotel Classic Diplomat,1,New Delhi,"Hotel Classic Diplomat, A-4, NH 8, Near IGI Airport, Mahipalpur, New Delhi","Hotel Classic Diplomat, Mahipalpur","Hotel Classic Diplomat, Mahipalpur, New Delhi",77.12599990000001,28.547907799999997,North Indian,800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated,0
Aggarwal Bikaneri Sweets,1,New Delhi,"B-53, Main Road, Near Nirankari Bhawan, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25115699999999,28.5441688,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,11
Lajawaab House Cafe,1,Gurgaon,"25-26, Huda Market, Sector 17, Gurgaon",Sector 17,"Sector 17, Gurgaon",77.0607991,28.4779663,"North Indian, South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Wimpy Sweets And Confectioners,1,New Delhi,"B.D. Estate Market, Timarpur, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2204415,28.697518100000003,"Bakery, Mithai",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
The Hangout by 1861,1,Gurgaon,"2, Lower Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.09938819999999,28.4477333,"Continental, American, Italian",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,192
Wraps Cafe,1,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.33562380000001,28.5976592,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,2
Kylin Express,1,New Delhi,"5, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.155068,28.541168300000002,"Asian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,176
The Clay Oven,1,New Delhi,"D-1, Hotel Park Residency, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2049011,28.5574266,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,181
Take Away,1,New Delhi,"551-A, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.17172149999999,28.556875,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,20
Chinese By Nature,1,Noida,"GDA Market, Near HDFC Bank",Sector 110,"Sector 110, Noida",77.38746263,28.53393492,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,19
Mashoor Gulati,1,New Delhi,"AJ-64, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16258140000001,28.7062157,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2
Instapizza,1,Gurgaon,"SF-008, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.467503999999998,"Pizza, Fast Food",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,426
Havmor Ice Cream,1,New Delhi,"Shankar Road, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.181651,28.637766999999997,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,7
Green Tea Fanatics,1,New Delhi,"G-36, Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.32028972,28.60043838,"Beverages, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,31
Midnight Fries,1,New Delhi,"D 40, Industrial Area, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1438903,28.652195399999997,"Chinese, Italian, Fast Food",550,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.7,Orange,Average,46
Aggarwal Sweet India,1,New Delhi,"Main Nathu Colony Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.291919,28.689546999999997,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
Cafe Rouge - Ramada,1,Gurgaon,"Ramada Gurgaon Central, Site No.2, Sector 44, Gurgaon","Ramada Gurgaon Central, Sector 44","Ramada Gurgaon Central, Sector 44, Gurgaon",77.07065240000001,28.4497396,"North Eastern, Continental, South Indian, Fast Food",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,194
Indian Saffron Co.,1,New Delhi,"Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.166526,28.519510999999998,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,62
Baduzzi,148,Auckland,"10-26 Jellicoe Street, Wynyard Quarter, Auckland CBD, Auckland 1010",Wynyard Quarter,"Wynyard Quarter, Auckland",174.75702330000001,-36.84109176,Italian,120,NewZealand($),No,No,No,No,4,4.6,Dark Green,Excellent,413
MD's Kebabs & Curries,1,Faridabad,"Shop 18, Opposite Mother Dairy, Sector 15 Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3244107,28.395283000000003,"North Indian, Mughlai, Chinese",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,27
Grub House,1,New Delhi,"J-2/14, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1192573,28.647213800000003,"Italian, North Indian, Continental",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,313
Fiesta del Asado,215,Birmingham,"229 Hagley Road, Edgbaston, Birmingham B16 9RP",Edgbaston,"Edgbaston, Birmingham",-1.9387590000000001,52.472196999999994,"Latin American, Italian",50,Pounds(ï¿½ï¿½),No,No,No,No,3,4.0,Green,Very Good,40
Rana Dhaba,1,Noida,"G 39/A, Near Axis Bank ATM, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.349942,28.5979022,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Chilli Zone,1,Noida,"Shop  29, Amrapali Princely Estate Market, Sector 76, Noida",Sector 72,"Sector 72, Noida",77.3813429,28.5664689,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,20
Le Club,1,Puducherry,"Hotel De Pondicherry, 38, Dumas Street, White Town, Puducherry","Hotel De Pondicherry, White Town","Hotel De Pondicherry, White Town, Puducherry",79.83385556,11.92587222,"French, Continental, North Indian",1400,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,328
MK Tiffin Service,1,New Delhi,"GF-771, Sukhdev Complex, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2853594,28.5388021,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Grecian Key Restaurant,216,Pocatello,"314 N Main St, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.4524,42.8639,"American, Greek",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,152
BreakfastBay,1,Gurgaon,"241-242, Tower B3, Spaze Itech Park, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.04214934,28.41385572,"Healthy Food, Continental, North Indian, Salad",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,30
Federal Delicatessen,148,Auckland,"86 Federal Street, Auckland CBD, Auckland 1010",Federal Street,"Federal Street, Auckland",174.76222009999998,-36.84876968,"Cafe, American",60,NewZealand($),No,No,No,No,3,4.6,Dark Green,Excellent,696
Giani,1,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.1000368,28.425568100000003,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,7
Lucianos Italian Restaurant,216,Boise,"11 N Orchard St, Boise, ID 83706",Boise,"Boise, Boise",-116.24516499999999,43.605137899999995,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360
Al Mughal,1,New Delhi,"57/5, Manjusha Building, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.2521897,28.548704600000004,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Cafe Tansen,1,New Delhi,"14, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.16707459999999,28.5876897,"North Indian, Chinese",950,Indian Rupees(Rs.),Yes,No,No,No,2,3.5,Yellow,Good,20
Aap Ki Khatir,1,New Delhi,"G-1, LSC, Derawala Nagar, Near Pentamed Hospital, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1918129,28.698855699999996,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Healthy Food Station,1,New Delhi,"Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.1916048,28.708282500000003,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,25
The Retriever,1,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad","Hotel Saffron Kiran, Faridabad, Faridabad",77.30625069999999,28.4723428,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,0
Earl of Sandwich,216,Orlando,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,"Disney: Downtown Disney, Orlando",-81.514608,28.372858,"American, Sandwich, Salad",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,1341
Sethi's Kabab & Curries,1,New Delhi,"G-5, Manish Chamber, LSC, Pocket B, Near Virmani Hospital, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.3013079,28.6198516,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,22
Aggarwal Sweets Centre,1,New Delhi,"23/A, Main Road, Indira Park, Palam, New Delhi",Palam,"Palam, New Delhi",77.08180859999999,28.599075899999995,"Mithai, Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Bobby Punjabi Rasoi,1,New Delhi,"24, KD Block, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1390339,28.6987597,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,113
Spice Grill,1,New Delhi,"417, Jagriti Enclave, Near Metro Station, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3070793,28.652069399999995,"North Indian, Mughlai, Chinese, Continental",1300,Indian Rupees(Rs.),No,Yes,No,No,3,3.2,Orange,Average,177
Tak - a - Tak,1,New Delhi,"Shop 31, B Block, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0976322,28.630997100000002,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14
Kafe Kulture,1,Bhopal,"A-66A, Jai Bhawani Housing Society, Bawadiyan Kalan, Gulmohar Colony, Bhopal",Gulmohar Colony,"Gulmohar Colony, Bhopal",0.0,0.0,"Cafe, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,98
Rajshree,1,New Delhi,"G-4, 44, Dinaar Bhawan, Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.25094729999999,28.549112800000003,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,11
1UP,1,New Delhi,"13, Alipur Road, Exchange Store Building, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2252161,28.676290299999998,"Cafe, Italian, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,282
Food Plaza,1,New Delhi,"Shop 5, DDA Market, Near Maharaja Agarsen College, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3222402,28.6013619,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Indian Gourmet,1,Faridabad,"Plot 6, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",77.3409272,28.408105600000003,"North Indian, Chinese, Raw Meats",450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,8
Horn Please,1,New Delhi,"D 616, Hotel Royal Castle Grand, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2564223,28.537497899999998,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3.0,Orange,Average,70
Hofer's Bakery & Cafe,216,Gainesville,"8758 N Main St, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7345,34.7024,"German, Ice Cream",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,136
Dilli 32 - The Leela Ambience Convention Hotel,1,New Delhi,"The Leela Ambience Convention Hotel, Maharaja Surajmal Road, Near Yamuna Sports Complex, Vivek Vihar, New Delhi",The Leela Ambience Convention Hotel,"The Leela Ambience Convention Hotel, New Delhi",77.30317778,28.66113333,North Indian,3500,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good,184
Cafe Turtle,1,New Delhi,"Shop 23, 1st & 2nd Floor, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.22708829999999,28.600052,"Cafe, Italian, Lebanese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,574
Yanki Sizzlers,1,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,"Thaltej, Ahmedabad",72.5181257,23.0534466,"Continental, Italian, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,1041
Hunger Stop,1,New Delhi,"Shop 17, DDA Market, M Block, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",0.0,0.0,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,13
