Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Frontier,New Delhi,"D-2/15, Shopping Zone, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",77.1854054,28.709479499999997,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Spaghetti Kitchen,New Delhi,"8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.10633929999999,28.6419495,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Yellow,Good,601
Good to Go,Gurgaon,"D12/12b, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.07389470000001,28.436273999999997,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,1
Subway,Noida,"Ground Floor, Savoy Suites, Near Metro Station, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31558178,28.58129376,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,55
Union Deli,Jakarta,"Grand Indonesia Mall, Lantai Ground, East Mall, Jl. MH Thamrin, Thamrin, Jakarta","Grand Indonesia Mall, Thamrin","Grand Indonesia Mall, Thamrin, Jakarta",106.81974879999999,-6.197150016,200000,Indonesian Rupiah(IDR),No,No,No,No,3,4,Dark Green,Excellent,903
"34, Chowringhee Lane",New Delhi,"Shop 68, Vasant Place Market, Sector 6, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.1672543,28.5652136,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Punjab Grill,New Delhi,"Pacific Mall, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.10650340000001,28.6422159,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,1252
Daawat Restaurant,New Delhi,"D-3/11, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28064599999999,28.65981866,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,26
Chit Chat,New Delhi,"17, 58, & 59, DDA Market, Behind Sachdeva School, Sector 13, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1274382,28.723697899999998,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,68
KD's Hunger Point,Noida,"Shop 1A, Hansraj Complex, Sector 31, Noida",Sector 31,"Sector 31, Noida",0.0,0.0,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,49
VadaPav 'n' Frankie,New Delhi,"Opposite Murga Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1732301,28.6873126,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Welcome Family Restaurant,New Delhi,"Shop 1962/1, Arya Samaj Road,  Near Sabzi Mandi, Narela, New Delhi",Narela,"Narela, New Delhi",77.08950809999999,28.85510345,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Deli Chic,Noida,"Shop 11, Lower Ground Floor, Paramount Florence Plaza, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Turning Point Fast Food,New Delhi,"Bawa's Arcade, Gopi Nath Bazar, Delhi Cantt., New Delhi",Delhi Cantt.,"Delhi Cantt., New Delhi",77.13251498,28.59696187,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Kihei Caffe,Rest of Hawaii,"1945 S Kihei Road, Kihei, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.451847,20.731486999999998,10,Dollar($),No,No,No,No,1,4,Dark Green,Excellent,695
Oberoi's,New Delhi,"85, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23895844,28.57772917,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
Fresc Co,New Delhi,"78, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.21972290000001,28.628293199999998,1900,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,1347
Aggarwal Sweets India,Noida,"Upper Ground 17, Singhal Tower, Near, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.35318667,28.61007,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Binge Restaurant,Noida,"C-25, Ground Floor, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,325
Night Food Delivery,Noida,"Behind Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37061949999999,28.619656,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
Reena Restaurant,Noida,"Dharam Market, Behind Sab Mall, Atta Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32421090000001,28.573624600000006,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,57
Surprise O Meal,Gurgaon,"T-20/18, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0935436,28.4911924,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,35
Evergreen Sweets,New Delhi,"156, Opposite Escort Heart Institute, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.27258228,28.56088235,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,14
Lassilo,Noida,"D 51, Sector 105, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0.0,0.0,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Basant Restaurant,Ludhiana,"Urban Estate, Main Market, Phase 1, Dugri, Ludhiana","A Hotel, Gurdev Nagar","A Hotel, Gurdev Nagar, Ludhiana",75.84273856,30.87398772,800,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,93
Foodies Nation,Gurgaon,"U-10/25, DLF phase 3, Gurgaon, Haryana-122001, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,19
Wah G Wah,New Delhi,"Shop 61, B1 Block, Community Centre, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0910906,28.629851199999997,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,37
Flaming Wok,New Delhi,"Shop 104, 1st Floor, DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar","DLF South Square, Sarojini Nagar, New Delhi",77.1951986,28.5762189,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Orange,Average,112
Pizza Hut Delivery,New Delhi,"15-B, Ground Floor, Splendor Forum, District Centre, Jasola, New Delhi",Jasola,"Jasola, New Delhi",77.2866858,28.5377272,800,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,47
Chawla's Tandoori Xpress,New Delhi,"3 & 4, Plot 7, Vardhman Shopping Complex, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1450145,28.6998969,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,45
Bite-N-Sip,New Delhi,"6, UG-58 & 59, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.18846020000001,28.5677783,300,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,38
Bablu Chic-Inn,New Delhi,"64, J Block Commercial Complex, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12029009999999,28.638939299999997,750,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,25
The Urban Foundry,Pune,"1, Balewadi High Street, Cummins India Office Campus, Baner-Balewadi Link Road, Pune","Balewadi High Street, Balewadi","Balewadi High Street, Balewadi, Pune",73.77472289,18.569156200000002,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4,Dark Green,Excellent,1099
Subway,New Delhi,"37, M2K Mall, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.11701009999999,28.7009376,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,132
Cake 24x7,Gurgaon,"S-27/9, Shop  5, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.10383890000001,28.487474699999996,600,Indian Rupees(Rs.),No,Yes,Yes,No,2,3,Orange,Average,25
La Baguette - The Imperial,New Delhi,"The Imperial, Janpath, New Delhi","The Imperial, Janpath","The Imperial, Janpath, New Delhi",77.218187,28.625445000000003,900,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,45
Skye,Jakarta,"Menara BCA, Lantai 56, Jl. MH. Thamrin, Thamrin, Jakarta","Grand Indonesia Mall, Thamrin","Grand Indonesia Mall, Thamrin, Jakarta",106.821999,-6.196778,800000,Indonesian Rupiah(IDR),No,No,No,No,3,4,Green,Very Good,1498
7 Degrees Brauhaus,Gurgaon,"310 & 311, 3rd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.0992983,28.448172999999997,3200,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,1193
Open Oven,New Delhi,"E-564, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2401571,28.5393522,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,290
Chaophraya,Manchester,"19 Chapel Walks, City Center, Market Street, Manchester M2 1HN",Market Street,"Market Street, Manchester",-2.243505,53.48174,70,Pounds(ï¿½ï¿½),Yes,No,No,No,4,4,Green,Very Good,422
Jyoti Sweets,New Delhi,"Near MG Plaza, Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0625067,28.6761455,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bamboo House,Gurgaon,"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0593066,28.4351572,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,64
Raju Chat Palace,New Delhi,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.18550350000001,28.680203999999996,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,123
Mamagoto,Gurgaon,"SCO 56, City Centre, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0641366,28.467656800000004,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,875
Food Plaza,New Delhi,"Shop 5, DDA Market, Near Maharaja Agarsen College, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3222402,28.6013619,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Amritsar Express,New Delhi,"Prem Nagar, Main Road, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.09691550000001,28.6356447,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Bikaner Misthan Bhandar,Gurgaon,"Main Market, Wazirabad, Sector 52, Near, Sector 53, Gurgaon",Sector 53,"Sector 53, Gurgaon",77.0887235,28.4317225,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Haldiram's,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802798,28.480729200000003,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,185
Swagath,New Delhi,"14, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230142,28.5735453,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,749
Tandoori Nights,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.31698990000001,28.660447499999997,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,5
"34, Chowringhee Lane",New Delhi,"61-D, Ground Floor, Ber Sarai Market, Opposite Old JNU Campus, JNU, New Delhi",JNU,"JNU, New Delhi",77.1810079,28.549002299999998,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Chatkora Food N Snacks Corner,New Delhi,"Shop 15, H-3 Block, DDA Lal Market, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0791934,28.645929600000002,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,6
Longhorn Steakhouse,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2229,31.6185,25,Dollar($),No,No,No,No,2,3,Yellow,Good,58
The Great Kabab Factory,Noida,"Ansal's Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3218102,28.57210424,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,540
Bell Pepperz,New Delhi,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.17952009999999,28.696512800000004,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,492
High Street Kitchen & Bar,New Delhi,"32, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16416739,28.55803178,1200,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,11
Domino's Pizza,New Delhi,"1 & 21 KD, Ground Floor, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1394556,28.6992587,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,73
Mamagoto,New Delhi,"53, 1st Floor, Middle Lane, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.22753730000001,28.6005429,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,1330
Bruncheez,New Delhi,"112, Hari Nagar Ashram, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Bhatia Chinese Food,New Delhi,"9, Satnam Park, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28214670000001,28.655136900000002,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Chin Chin,Gurgaon,"SCO 33, Ground Floor, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0626975,28.468235399999998,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,429
Hotel Rajvanshi Restaurant,Gurgaon,"Hotel Rajvanshi, Near DSD College, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.02220200000001,28.464587599999998,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,25
Aggarwal Sweet Fresh,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29196390000001,28.6893273,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Arora Pastry Palace,New Delhi,"Dwarka Mod Metro Station, Pillar Number 781, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0324848,28.619143400000002,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Prince Chaat Corner,New Delhi,"M-29, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2362677,28.5494743,250,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,84
Singh Chicken,New Delhi,"Shop 1, Plot 7 & 8, Vishal Market, West Mukherjee Nagar, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2027704,28.707563300000004,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Cafe Coffee Day,New Delhi,"Shop D, Ground Floor, DCM Building, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.22546157,28.62981784,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Rastogi Sweets & Caterers,New Delhi,"Near Bros Grillz, Main Road, Palam Colony, Palam, New Delhi",Palam,"Palam, New Delhi",77.0899375,28.584875300000004,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Saara Veg,New Delhi,"A-19, Commercial Complex, Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2163058,28.711587800000004,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Mini Meals,New Delhi,"G-45, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.14972970000001,28.693877899999997,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,66
Kabbaba,New Delhi,"A2, Shop 9-12, JDS, DDA Community Center, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.10144192,28.67004128,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,31
Mother India,New Delhi,"Ground Floor, H-11, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2190709,28.6355337,1400,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,66
Karnataka,New Delhi,"60/5, Yusuf Sarai Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2072368,28.559441999999997,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,334
Silver Crown,Gurgaon,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0191832,28.466948699999996,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,12
Babu Jhatka,New Delhi,"Shop 19, DDA Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.11535579999999,28.6394578,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,5
Cream Centre,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.97649444,11.00366944,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,203
The Square Meal,New Delhi,"Ginger Hotel, DDA Community Center, Vivek-Vihar Police Station, Vivek Vihar, New Delhi","Ginger Hotel, Vivek Vihar","Ginger Hotel, Vivek Vihar, New Delhi",77.303949,28.665829,800,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,1
Roti Te Boti,Gurgaon,"135, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0832025,28.4600768,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,42
Steak,Edinburgh,"14 Picardy Place, New Town, Edinburgh EH1 3JT","Twelve Picardy Place, New Town","Twelve Picardy Place, New Town, Edinburgh",-3.1868540000000003,55.957032999999996,55,Pounds(ï¿½ï¿½),No,No,No,No,4,4,Green,Very Good,64
Yo! China,New Delhi,"G-9, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2860344,28.6367037,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,2,Red,Poor,191
Sunshine Family Restaurant,Dubuque,"401 Central Ave, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.663686,42.4982789,10,Dollar($),No,No,No,No,1,3,Yellow,Good,60
Food Lab,New Delhi,"Shop 1, F-233, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0709881,28.642645,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
Haji Shabrati Nihari Wale,New Delhi,"Shop 722, Haveli Azam Khan, Chitli Qabar, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.234498,28.6467702,200,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,115
The Paddington,Colombo,"36, Barnes Place, Cinnamon Gardens, Colombo 07","Cinnamon Gardens, Colombo 07","Cinnamon Gardens, Colombo 07, Colombo",79.86849167,6.913291667,2000,Sri Lankan Rupee(LKR),No,No,No,No,3,3,Yellow,Good,83
Otik Cake Shop,New Delhi,"Shop 2, J-12/22, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12031,28.640488899999998,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,166
Handmade Burger Co.,Birmingham,"Unit 3, St Martin Square, Bullring Shopping Centre, Bullring, Birmingham B5 4BU","Bullring Shopping Centre, Southside","Bullring Shopping Centre, Southside, Birmingham",-1.8942860000000001,52.477633,35,Pounds(ï¿½ï¿½),No,No,No,No,2,3,Yellow,Good,21
Cafe Hera Pheri,New Delhi,"2, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1676138,28.587920500000003,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,401
Turquoise Turkish Ice-cream,Noida,"Ground Floor, The Great India Palace Mall, Sector 38-A, Near, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3265645,28.568075899999997,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,11
Faasos,Noida,"C-11/98, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3616483,28.569412,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,10
Manpasand Punjabi Zaika,New Delhi,"20 Block, Opposite Krishna Park, Gurudwara Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0864035,28.6391088,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
The Pint Room,New Delhi,"2nd Floor, Opp HDFC Bank, Street D7, Junction of Poorvi & Paschmi Marg, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.15516992,28.56151959,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,76
Timboo Cafe,Ankara,"Armada AVM, Kat -1, Eskiï¿½ï¿½ehir Yolu, No 6, Yenimahalle, Ankara","Armada AVM, Sï¿½_ï¿½ï¿½ï¿½_tï¿½_zï¿½_, Yenimahalle","Armada AVM, Sï¿½_ï¿½ï¿½ï¿½_tï¿½_zï¿½_, Yenimahalle, Ankara",32.80924722,39.91320556,70,Turkish Lira(TL),No,No,No,No,3,4,Green,Very Good,134
Falafel Lovers,Surat,"LG-5/6/19, Megh Mayur Plaza, Parle Point, Surat, City Light, Surat",City Light,"City Light, Surat",72.79273096,21.17334339,650,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,479
Gagan Assam Bengal Restaurant,New Delhi,"7974, Arakashan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21419964,28.64588388,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Kaka Da Dhaba,New Delhi,"R.K. Puram Sector 12, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.17411829999999,28.577192600000004,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Pirates of Campus,New Delhi,"1st Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1672543,28.587706899999997,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,43
Starbucks,Noida,"Gardens Galleria, Sector 38A, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.321597,28.565014,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,59
Shree Manakamna Fast Food,New Delhi,"267, Ek Minar Masjid Road, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.27325520000001,28.6300597,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,31
Burger Joint,Gurgaon,"Shop 46, Huda Market Sector 40, Near Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.05660329999999,28.4493778,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Cafe Coffee Day,Gurgaon,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09359512,28.47548941,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,27
Vintro,New Delhi,"G-110, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2861742,28.6370758,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,96
Kitchen of Awadh,New Delhi,"South Extension 1, New Delhi",South Extension 1,"South Extension 1, New Delhi",77.2203517,28.569117300000002,800,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,64
Mashoor Gulati,New Delhi,"AJ-64, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16258140000001,28.7062157,600,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,2
Rasoi,Gurgaon,"Shop 11, Nathupur Road, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.1046906,28.487522,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,6
Khalsa Veg Corner,New Delhi,"A-27, Milap Nagar, Near Desu Office, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.06431640000001,28.622961199999995,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
Chawla Fast Food,New Delhi,"16, Central Market, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19439722,28.56723889,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Green Chick Chop,New Delhi,"2, JD Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.13552829999999,28.701287800000003,350,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,68
Aggarwal Sweets,New Delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.14595770000001,28.493198,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bhikaram Bhujawala,New Delhi,"1995, Main Road, Near Nulife Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2086741,28.7006026,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
The Grill Mill,Gurgaon,"Unit 1A, Ground Floor, Building 10, Tower C, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0884689,28.4940704,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,209
Blue Lassi,Varanasi,"CK 12/1, Kachauri Gali Chowk, Near Rajbandhu Sweet, Bhelupur, Varanasi",Bhelupur,"Bhelupur, Varanasi",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,96
